,Protein 1,Protein 2,LIS,LIA,ipTM,pTM,AFM Confidence,pLDDT,PDB file path,PKL file path,MSA_depth_peptidase,MSA_depth_inhibitors,Binary_Label
SHEWANELLA_ONEIDENSIS_PEPTIDASE_and_pep2_4,SHEWANELLA_ONEIDENSIS_PEPTIDASE,pep2,0.219,813,0.333,0.81,0.429,85.789,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,615,1,0
SHEWANELLA_ONEIDENSIS_PEPTIDASE_and_pep2_5,SHEWANELLA_ONEIDENSIS_PEPTIDASE,pep2,0.25,839,0.398,0.811,0.481,84.224,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,615,1,0
CANDIDAPEPSIN_3_and_synaptotagmin_2_1,CANDIDAPEPSIN_3,synaptotagmin_2,0.099,3319,0.387,0.911,0.492,90.906,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,44252,52,0
CANDIDAPEPSIN_3_and_synaptotagmin_2_2,CANDIDAPEPSIN_3,synaptotagmin_2,0.158,3702,0.425,0.914,0.523,90.977,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,44252,52,0
CANDIDAPEPSIN_3_and_synaptotagmin_2_3,CANDIDAPEPSIN_3,synaptotagmin_2,0.145,4157,0.446,0.916,0.54,91.516,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,44252,52,0
CANDIDAPEPSIN_3_and_synaptotagmin_2_4,CANDIDAPEPSIN_3,synaptotagmin_2,0.162,2804,0.393,0.914,0.497,91.051,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,44252,52,0
CANDIDAPEPSIN_3_and_synaptotagmin_2_5,CANDIDAPEPSIN_3,synaptotagmin_2,0.08,3198,0.366,0.909,0.474,90.536,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,44252,52,0
PLASMA_KALLIKREIN_LIGHT_CHAIN_and_synaptotagmin_2_1,PLASMA_KALLIKREIN_LIGHT_CHAIN,synaptotagmin_2,0.113,2617,0.363,0.896,0.47,88.772,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,161059,52,0
PLASMA_KALLIKREIN_LIGHT_CHAIN_and_synaptotagmin_2_2,PLASMA_KALLIKREIN_LIGHT_CHAIN,synaptotagmin_2,0.318,5389,0.615,0.917,0.675,91.669,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,161059,52,0
PLASMA_KALLIKREIN_LIGHT_CHAIN_and_synaptotagmin_2_3,PLASMA_KALLIKREIN_LIGHT_CHAIN,synaptotagmin_2,0.152,2981,0.392,0.9,0.493,89.546,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,161059,52,0
PLASMA_KALLIKREIN_LIGHT_CHAIN_and_synaptotagmin_2_4,PLASMA_KALLIKREIN_LIGHT_CHAIN,synaptotagmin_2,0.152,3618,0.446,0.904,0.538,89.939,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,161059,52,0
PLASMA_KALLIKREIN_LIGHT_CHAIN_and_synaptotagmin_2_5,PLASMA_KALLIKREIN_LIGHT_CHAIN,synaptotagmin_2,0.369,5634,0.652,0.924,0.706,92.089,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,161059,52,0
KALLIKREIN_4_and_calpastatin_1,KALLIKREIN_4,calpastatin,0.233,2507,0.503,0.931,0.588,93.525,unrelaxed_model_1_multimer_v3_pred_0.pdb,result_model_1_multimer_v3_pred_0.pkl,144330,8,0
KALLIKREIN_4_and_calpastatin_2,KALLIKREIN_4,calpastatin,0.259,2538,0.53,0.932,0.611,94.076,unrelaxed_model_2_multimer_v3_pred_0.pdb,result_model_2_multimer_v3_pred_0.pkl,144330,8,0
KALLIKREIN_4_and_calpastatin_3,KALLIKREIN_4,calpastatin,0.276,2546,0.55,0.934,0.627,94.1,unrelaxed_model_3_multimer_v3_pred_0.pdb,result_model_3_multimer_v3_pred_0.pkl,144330,8,0
KALLIKREIN_4_and_calpastatin_4,KALLIKREIN_4,calpastatin,0.404,3577,0.744,0.943,0.783,96.181,unrelaxed_model_4_multimer_v3_pred_0.pdb,result_model_4_multimer_v3_pred_0.pkl,144330,8,0
KALLIKREIN_4_and_calpastatin_5,KALLIKREIN_4,calpastatin,0.225,2470,0.49,0.931,0.578,93.271,unrelaxed_model_5_multimer_v3_pred_0.pdb,result_model_5_multimer_v3_pred_0.pkl,144330,8,0
